0	0	0	0	0	0	0	0	0	0
-3.64711e-160	0	0	5.44028e-317	0	0	0	0	0	0
1.55941	-0.137143	1.56288	-0.27163	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.62397	-0.0329201	2.27645	-0.0673965	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89102	-0.133844	2.2581	-0.133029	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.9591	-0.0530802	2.4086	0.0242048	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85881	0.412601	3.36557	0.886964	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.68656	0.414941	2.61713	0.878696	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07948	0.599814	2.18098	-0.474494	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09588	0.633055	2.43477	-0.395732	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5751	1.65347	2.52165	2.36187	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5173	1.62806	2.27288	2.29487	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.594	2.32701	1.8914	-0.80841	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6877	2.3194	2.47386	-0.75783	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.641	2.89045	3.41011	1.82379	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4815	2.86376	2.70667	1.70361	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0123	3.7136	2.36338	0.0470193	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0874	3.73261	2.523	0.0865595	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3339	4.72356	1.98602	1.83908	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4278	4.74266	2.34121	1.91412	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0758	5.57977	2.93601	-0.171212	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.185	5.61388	3.1698	-0.100025	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6123	6.94762	1.72768	2.67295	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6675	6.96112	2.15332	2.78219	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5792	8.1032	3.62366	-0.388195	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.526	8.09403	3.34476	-0.453903	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9503	9.85947	1.56107	3.83386	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9319	9.84481	1.65024	3.84415	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6061	10.7264	3.62941	-1.87802	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6889	10.7554	3.73031	-1.84017	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1522	12.0591	1.27898	4.22838	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2647	12.0986	1.66603	4.36019	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3155	13.4942	4.34502	-1.35993	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.184	13.4564	3.80604	-1.52809	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7777	14.8026	1.46232	4.01661	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7989	14.8154	1.71848	4.116	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3495	16.5743	3.32381	-0.43071	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.3999	16.5895	3.42327	-0.400577	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1603	17.2734	2.14023	1.68917	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1577	17.2789	2.23507	1.73565	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6206	19.0716	2.67869	1.84705	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5728	19.0487	2.48496	1.76468	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7205	19.9066	3.76834	0.0186272	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.6057	19.8645	3.2005	-0.190644	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0394	21.0793	1.71799	2.51668	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0304	21.0754	1.82005	2.55428	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6557	21.7991	3.37406	-0.973214	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.653	21.8013	3.36739	-0.969458	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8829	22.7697	1.16745	2.76214	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9243	22.784	1.55795	2.90603	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3738	23.4279	3.27669	-1.45262	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4328	23.4522	3.27732	-1.44741	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3436	23.9775	2.57804	2.35612	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.1739	23.9181	1.86483	2.10219	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2601	24.3735	2.28446	-1.07317	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4033	24.4257	2.80895	-0.883938	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.831	24.872	2.07621	1.67955	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.7765	24.8507	1.85187	1.59665	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8899	24.7295	2.34928	-1.71507	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9736	24.7609	2.65917	-1.60431	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0079	25.2401	1.45695	2.40989	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9846	25.2312	1.36079	2.37538	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1153	24.9543	2.84151	-2.73453	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.106	24.9552	2.68227	-2.77823	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.1151	25.0106	1.39036	2.68149	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0796	24.9986	1.12924	2.59767	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.802	24.8939	2.26674	-2.60931	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8582	24.9098	2.35626	-2.5845	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.627	24.6181	1.22704	1.83245	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5887	24.6092	1.03583	1.78047	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.1683	24.5673	2.08321	-1.72955	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1747	24.5662	2.07796	-1.7368	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6435	23.799	0.897835	0.128744	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.7314	23.822	1.19544	0.208479	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9448	23.5317	1.22749	-0.752901	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.0566	23.5598	1.39167	-0.712503	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8191	22.7874	2.11336	-0.825809	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.6901	22.7571	1.59257	-0.953693	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.5041	22.3036	0.0793339	0.00607913	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.6332	22.3369	0.634434	0.146418	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.511	21.6752	1.10405	-1.40986	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.6016	21.7004	1.32498	-1.35019	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.7197	21.1082	0.926166	0.109642	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.7764	21.1248	0.935344	0.118609	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
92.8585	20.9564	1.21974	-0.433732	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.9072	20.9675	1.12477	-0.454854	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.4722	20.2183	0.0335269	-1.02477	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.6324	20.2552	0.773649	-0.860625	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
95.3142	19.656	2.54312	-0.352702	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.008	19.5968	1.25254	-0.610548	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.511	19.6919	-0.203922	0.745727	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.6129	19.7116	0.380101	0.863673	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.2616	19.1727	0.896863	-1.83764	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.3214	19.1811	1.07427	-1.80918	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.5273	18.7145	1.33631	0.778206	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.4461	18.6937	0.898027	0.684159	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.2118	18.3831	0.636338	-1.23281	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.2744	18.3923	0.895132	-1.18936	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.0375	17.3556	0.638601	-0.895836	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.0768	17.362	0.945621	-0.84324	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
99.9971	16.9839	0.897999	0.0528595	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.056	16.9929	0.897494	0.0508957	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.201	16.5415	1.37912	-0.915813	101.204	16.5368	101.065	16.497	0.991362	-0.513687
101.157	16.5333	1.1389	-0.956798	101.169	16.4353	101.065	16.497	0.991362	-0.513687
102.386	16.3917	1.31699	0.613938	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
102.277	16.3696	0.959911	0.54772	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
103.006	15.3674	0.503362	-2.43888	103.003	15.353	103.119	15.4967	1.11708	-0.508169
103.064	15.3742	1.09958	-2.35431	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
104.115	15.2501	1.01113	1.94194	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
104.059	15.2378	0.896484	1.91705	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.535	14.4662	2.01673	-3.26055	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
105.449	14.4504	1.70672	-3.31046	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.834	14.0215	1.08947	2.23937	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
106.778	14.0166	1.05163	2.23903	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
108.081	13.6842	1.53364	-2.71342	108.084	13.6604	108.122	13.644	1.47592	-0.423202
108.123	13.6895	1.75614	-2.68543	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.538	13.5478	1.09755	2.21348	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
109.517	13.542	1.1349	2.2118	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
